['you look fat', '太っ--動 て--助 見える--動 よ--助']
['my eyes smart', '目--名 が--助 ヒリヒリ--副 し--動 ます--助']
['my foot hurts', '足--名 が--助 痛い--形']
['my head aches', '頭痛--名 が--助 する--動']
['my head aches', '頭痛--名 が--助 し--動 ます--助']
['my head aches', '頭--名 が--助 痛い--形 ん--名 です--助']
['my head aches', '頭--名 が--助 痛い--形 な--助']
['my head aches', '頭--名 が--助 痛い--形']
['my head aches', '頭--名 痛い--形']
['my head hurts', '頭痛--名 が--助 する--動']
['my head hurts', '頭痛--名 が--助 し--動 ます--助']
['my head hurts', '頭--名 が--助 痛い--形 ん--名 です--助']
['my head hurts', '頭--名 が--助 痛い--形 な--助']
['my head hurts', '頭--名 が--助 痛い--形']
['my head hurts', '頭--名 痛い--形']
['my names tom', 'トム--名 と--助 申し--動 ます--助']
['my names tom', 'トム--名 と--助 いい--動 ます--助']
['my names tom', '私--名 の--助 名前--名 は--助 トム--名 です--助']
['never give up', 'ネバー--名 ・--記 ギブ--名 ・--記 アップ--名']
['never give up', '絶対--名 投げ出し--動 たら--助 ダメ--名']
['no ones died', '誰--名 も--助 死な--動 なかっ--助 た--助']
['no thank you', 'いえ--接 、--記 結構--名 です--助']
['nobodys died', '誰--名 も--助 死な--動 なかっ--助 た--助']
['ok calm down', 'まあ--副 落ち着け--動']
['oh im sorry', 'あら--感 、--記 申し訳--名 ござい--助 ませ--助 ん--助']
['oh im sorry', 'あっ--感 、--記 すみません--感']
['oh im sorry', 'あっ--感 、--記 ごめんなさい--感']
['only tom left', 'トム--名 だけ--助 去っ--動 た--助']
['open the door', 'ドア--名 を--助 開け--動 なさい--動']
['open the gate', '門--名 を--助 開け--動 なさい--動']
['open the gate', '開門--名 し--動 なさい--動']
['pace yourself', '自分--名 の--助 ペース--名 で--助 やり--動 なさい--動']
['pick a number', '数字--名 を--助 一つ--名 選ん--動 で--助']
['please fix it', 'なおし--動 て--助 下さい--動']
['please get in', '乗っ--動 て--助 ください--動']
['please get in', 'どうぞ--副 お--接 乗り--動 下さい--動']
['please listen', 'お願い--名 、--記 よく--副 聞い--動 て--助']
['quit gambling', 'ギャンブル--名 は--助 やめ--動 なさい--動']
['quit gambling', '賭け事--名 は--助 やめ--動 なさい--動']
['quit gambling', '賭け事--名 は--助 もう--副 やめ--動 な--助 よ--助']
['read after me', 'わたし--名 に--助 続い--動 て--助 読み--動 なさい--動']
['read it again', 'もう一度--副 読ん--動 で--助']
['read this now', '今--名 すぐ--副 これ--名 を--助 読ん--動 で--助']
['ring the bell', '鐘--名 を--助 鳴ら--動 せ--動']
['roll the dice', 'サイ--名 を--助 振れ--動']
['say something', '何--名 か--助 言っ--動 て--助 よ--助']
['say something', '何--名 か--助 一言--名 お願い--名 し--動 ます--助']
['see you again', 'さようなら--感']
['see you later', 'また--接 会お--動 う--助']
['send me there', '私--名 を--助 そこ--名 に--助 やっ--動 て--助 下さい--動']
['shake my hand', '握手--名 しよ--動 う--助 ぜ--助']
['she avoids me', '彼女--名 は--助 私--名 を--助 避け--動 て--助 いる--動']
['she bent down', '彼女--名 は--助 腰--名 を--助 かがめ--動 た--助']
['she came last', '彼女--名 は--助 最後--名 に--助 き--動 た--助']
['she can skate', '彼女--名 は--助 スケート--名 が--助 出来る--動']
['she cant ski', '彼女--名 は--助 スキー--名 が--助 出来--動 ない--助']
['she dumped me', '彼女--名 は--助 僕--名 を--助 捨て--動 た--助']
['she got angry', '彼女--名 は--助 怒っ--動 た--助']
['she hated him', '彼女--名 は--助 彼--名 を--助 嫌っ--動 て--助 い--動 た--助']
['she hates him', '彼女--名 は--助 彼--名 が--助 大嫌い--名 です--助']
['she helps him', '彼女--名 が--助 彼--名 を--助 手伝い--動 ます--助']
['she helps him', '彼女--名 が--助 彼--名 に--助 手--名 を--助 貸し--動 ます--助']
['she hired him', '彼女--名 が--助 彼--名 を--助 雇っ--動 て--助 い--動 まし--助 た--助']
['she is french', '彼女--名 は--助 フランス--名 人--名 だ--助']
['she is a twin', '彼女--名 は--助 双子--名 です--助']
['she is active', '彼女--名 は--助 行動--名 的--名 です--助']
['she is crying', '彼女--名 は--助 泣い--動 て--助 いる--動']
['she is gentle', '彼女--名 は--助 やさしい--形']
['she just left', '彼女--名 は--助 たった今--副 でかけ--動 まし--助 た--助']
['she likes him', '彼女--名 は--助 彼--名 が--助 好き--名 です--助']
['she likes him', '彼女--名 は--助 彼--名 の--助 こと--名 が--助 好き--名 です--助']
['she looks sad', '彼女--名 は--助 悲し--形 そう--名 だ--助']
['she loves tom', '彼女--名 は--助 トム--名 を--助 愛し--動 て--助 いる--動']
['she loves him', '彼女--名 は--助 彼--名 を--助 愛し--動 て--助 い--動 ます--助']
['she loves him', '彼女--名 は--助 彼--名 の--助 こと--名 を--助 愛し--動 て--助 いる--動']
['she obeys him', '彼女--名 は--助 彼--名 の--助 言いなり--名 だ--助']
['she wants him', '彼女--名 は--助 彼--名 が--助 欲しい--形']
['she was brave', '彼女--名 は--助 勇ましかっ--形 た--助']
['she was brave', '彼女--名 は--助 勇敢--名 だっ--助 た--助']
['she was naive', '彼女--名 は--助 ナイーブ--名 だっ--助 た--助']
['she was young', '彼女--名 は--助 若かっ--形 た--助']
['she went home', '彼女--名 は--助 帰宅--名 し--動 た--助']
['she went home', '彼女--名 は--助 家--名 に--助 帰っ--動 た--助']
['shes a cutie', '彼女--名 は--助 可愛い--形']
['shes awesome', '彼女--名 は--助 素晴らしい--形']
['shes dieting', '彼女--名 は--助 ダイエット--名 を--助 し--動 て--助 いる--動']
['shes dieting', '彼女--名 は--助 ダイエット--名 中--名 だ--助']
['shes my type', '彼女--名 は--助 私--名 の--助 タイプ--名 だ--助']
['show yourself', '姿--名 を--助 あらわ--動 せ--動']
['shut the book', '本--名 を--助 閉じ--動 て--助']
['shut the door', '戸--名 を--助 閉めろ--動']
['shut the door', 'ドア--名 を--助 閉め--動 て--助']
['shut the door', 'ドア--名 を--助 閉め--動 て--助']
['shut the door', 'ドア--名 閉め--動 て--助']
['shut the gate', '門--名 を--助 閉じ--動 て--助']
['speak quietly', '小さい--形 声--名 で--助 話し--動 て--助 ください--動']
['stand at ease', '休め--動']
['start running', '走り--動 始め--動 なさい--動']
['start singing', '歌い--動 始め--動 なさい--動']
['start writing', '書き--動 始め--動 なさい--動']
['stay positive', '前向き--名 に--助 考えよ--動 う--助']
['stir the soup', 'スープ--名 を--助 かき混ぜ--動 なさい--動']
['stop gambling', 'ギャンブル--名 は--助 やめ--動 なさい--動']
['stop gambling', '賭け事--名 は--助 やめ--動 なさい--動']
['suit yourself', '好き--名 に--助 し--動 て--助 ください--動']
['take a cookie', 'クッキー--名 を--助 お--接 一つ--名 どうぞ--感']
['take me there', 'そこ--名 に--助 私--名 を--助 連れ--動 て--助 っ--動 て--助']
['thanks anyway', 'とにかく--副 有難う--感']
['thats a book', 'それ--名 は--助 本--名 です--助']
['thats a fake', 'それ--名 は--助 贋物--名 よ--助']
['thats a joke', '冗談--名 だ--助 よ--助']
['thats a tree', 'あれ--名 は--助 木--名 です--助']
['thats better', '良く--形 なり--動 まし--助 た--助']
['thats broken', 'それ--名 は--助 壊れ--動 て--助 いる--動']
['thats enough', 'いい--形 加減--名 に--助 しろ--動 よ--助']
['thats not it', '違う--動']
['thats unfair', 'それ--名 は--助 公平--名 で--助 は--助 ない--形']
['thats unreal', 'それ--名 は--助 非--接 現実--名 的--名 だ--助']
['the cup broke', 'カップ--名 が--助 割れ--動 た--助']
['the sun is up', '日--名 が--助 出--動 て--助 いる--動']
['they canceled', '彼ら--名 は--助 キャンセル--名 し--動 た--助']
['they loved it', '彼ら--名 は--助 それ--名 に--助 好か--動 れ--動 て--助 い--動 ます--助']
['they loved it', '彼ら--名 は--助 それ--名 が--助 好き--名 でし--助 た--助']
['they shot tom', 'そいつ--名 ら--名 が--助 トム--名 を--助 撃っ--動 た--助 ん--名 だ--助']
['they vanished', '彼ら--名 は--助 姿--名 を--助 消し--動 た--助']
['theyre tired', '彼ら--名 は--助 疲れ--動 て--助 いる--動']
['this is a dvd', 'これ--名 は--助 DVD--名']
['this is a pun', 'これ--名 は--助 駄洒落--名 です--助']
['this is weird', 'これ--名 は--助 変--名 だ--助']
['this is wrong', 'これ--名 は--助 間違っ--動 て--助 いる--動']
['time is money', '時--名 は--助 金--名 なり--助']
['tom applauded', 'トム--名 は--助 拍手--名 し--動 た--助']
['tom can do it', 'トム--名 なら--助 できる--動']
['tom can do it', 'トム--名 が--助 やれ--動 ば--助']
['tom disagreed', 'トム--名 は--助 異議--名 を--助 唱え--動 た--助']
['tom exercised', 'トム--名 は--助 運動--名 し--動 た--助']
['tom exercises', 'トム--名 は--助 運動--名 する--動']
['tom fell down', 'トム--名 は--助 落っこち--動 た--助']
['tom fell down', 'トム--名 が--助 落っこち--動 た--助']
['tom got angry', 'トム--名 は--助 怒っ--動 た--助']
['tom got angry', 'トム--名 は--助 腹--名 を--助 立て--動 た--助']
['tom graduated', 'トム--名 は--助 卒業--名 し--動 た--助']
['tom has moved', 'トム--名 は--助 引っ越し--動 た--助']
['tom hates you', 'トム--名 は--助 あなた--名 の--助 こと--名 を--助 嫌っ--動 て--助 い--動 ます--助']
['tom hesitated', 'トム--名 は--助 躊躇--名 し--動 た--助']
['tom hurt mary', 'トム--名 は--助 メアリー--名 を--助 傷つけ--動 た--助']
['tom is a hunk', 'トム--名 は--助 イケメン--名 だ--助']
['tom is a poet', 'トム--名 は--助 詩人--名 だ--助']
['tom is absent', 'トム--名 は--助 休ん--動 で--助 いる--動']
['tom is absent', 'トム--名 は--助 お--接 休み--名 です--助']
['tom is absent', 'トム--名 は--助 い--動 ませ--助 ん--助']
['tom is crying', 'トム--名 が--助 泣い--動 て--助 いる--動']
['tom is honest', 'トム--名 は--助 正直--名 者--名 だ--助']
['tom is joking', 'トム--名 は--助 冗談--名 を--助 言っ--動 て--助 いる--動']
['tom is not in', 'トム--名 は--助 い--動 ませ--助 ん--助']
['tom is not in', 'トム--名 が--助 い--動 ませ--助 ん--助']
['tom is single', 'トム--名 は--助 独り身--名 です--助']
['tom is single', 'トム--名 は--助 独身--名 です--助']
['tom is thirty', 'トム--名 は--助 30--名 歳--名 です--助']
['tom isnt shy', 'トム--名 は--助 恥ずかし--形 がり--動 屋--名 で--助 は--助 ない--形']
['tom left town', 'トム--名 は--助 街--名 を--助 離れ--動 た--助']
['tom left town', 'トム--名 は--助 、--記 町--名 を--助 後--名 に--助 し--動 た--助']
['tom overslept', 'トム--名 は--助 寝坊--名 し--動 た--助']
['tom recovered', 'トム--名 は--助 回復--名 し--動 た--助']
['tom set me up', 'トム--名 は--助 私--名 を--助 罠--名 に--助 はめ--動 た--助']
['tom was blind', 'トム--名 は--助 目--名 が--助 見え--動 なかっ--助 た--助']
['tom was drunk', 'トム--名 は--助 酔っ--動 て--助 い--動 た--助']
['tom was dying', 'トム--名 は--助 死にかけ--動 て--助 い--動 た--助']
['tom was fired', 'トム--名 は--助 首--名 に--助 なっ--動 た--助']
['tom went pale', 'トム--名 は--助 青ざめ--動 た--助']
['toms correct', 'トム--名 が--助 正解--名']
['toms serious', 'トム--名 は--助 真剣--名 だ--助']
['use your head', '頭--名 を--助 使え--動']
['wait a minute', 'ちょっと--副 待っ--動 て--助']
['wait a minute', 'ちょっと--副 待て--動']
['wait a moment', 'ちょっと--副 待っ--動 て--助']
['wait a moment', 'しばらく--副 お待ち--名 ください--動']
['wait a moment', 'ちょっと--副 待て--動']
['wait a second', 'ちょっと--副 待っ--動 て--助']
['wait till six', '６--名 時--名 まで--助 待ち--動 なさい--動']
['water please', '水--名 を--助 ください--動']
['water please', 'お--接 水--名 を--助 ください--動']
['wax the floor', '床--名 に--助 ワックス--名 を--助 かけ--動 なさい--動']
['we could read', '僕ら--名 は--助 読め--動 た--助']
['we need money', '私--名 達--名 は--助 お金--名 が--助 必要--名 です--助']
['we understand', '分かる--動']
['we were wrong', '僕ら--名 が--助 間違っ--動 て--助 まし--助 た--助']
